cap_shape,cap_color,bruises,odor,gill_spacing,gill_color,stalk_shape,habitat,age_in_days,class
knobbed,gray,no,pungent,distant,chocolate,enlarging,meadows,2,poisonous
knobbed,red,yes,almond,crowded,buff,enlarging,paths,3,poisonous
bell,gray,yes,almond,close,black,tapering,paths,5,poisonous
conical,red,no,pungent,close,brown,enlarging,meadows,12,edible
sunken,brown,no,almond,close,brown,tapering,woods,10,edible
conical,white,no,fishy,close,buff,enlarging,grasses,1,edible
knobbed,brown,yes,almond,crowded,gray,enlarging,urban,6,edible
knobbed,brown,no,pungent,close,gray,enlarging,paths,5,edible
sunken,gray,yes,almond,crowded,brown,enlarging,meadows,12,poisonous
bell,red,no,fishy,distant,black,enlarging,paths,12,edible
conical,gray,yes,foul,close,brown,tapering,woods,13,edible
conical,gray,yes,none,distant,black,tapering,woods,1,poisonous
flat,white,yes,almond,distant,buff,tapering,grasses,6,edible
conical,brown,no,pungent,distant,gray,tapering,meadows,14,poisonous
bell,brown,no,pungent,close,black,tapering,woods,14,poisonous
flat,red,no,none,crowded,brown,enlarging,woods,8,poisonous
knobbed,gray,yes,fishy,distant,buff,tapering,meadows,8,poisonous
knobbed,yellow,no,none,close,gray,tapering,urban,13,edible
flat,yellow,no,pungent,distant,gray,enlarging,urban,10,poisonous
flat,red,no,foul,distant,black,tapering,grasses,8,edible
bell,brown,no,almond,distant,black,tapering,urban,9,poisonous
bell,gray,no,fishy,crowded,chocolate,tapering,paths,7,edible
flat,yellow,no,almond,distant,chocolate,tapering,grasses,5,poisonous
conical,brown,yes,fishy,distant,buff,tapering,paths,1,edible
knobbed,yellow,no,pungent,close,buff,enlarging,grasses,7,poisonous
sunken,white,yes,none,crowded,black,enlarging,grasses,7,poisonous
knobbed,white,yes,pungent,crowded,black,enlarging,urban,4,edible
bell,gray,no,almond,distant,brown,enlarging,woods,4,edible
knobbed,white,yes,fishy,close,black,tapering,paths,9,edible
bell,white,yes,none,distant,chocolate,enlarging,meadows,10,poisonous
bell,red,yes,fishy,distant,gray,tapering,paths,10,poisonous
sunken,yellow,no,fishy,close,gray,tapering,urban,9,edible
sunken,gray,no,none,crowded,gray,tapering,paths,13,edible
flat,yellow,yes,foul,crowded,chocolate,tapering,paths,6,edible
bell,brown,no,foul,close,chocolate,enlarging,woods,6,edible
sunken,brown,no,none,distant,black,enlarging,urban,8,poisonous
bell,yellow,yes,foul,crowded,buff,tapering,woods,3,edible
sunken,brown,yes,none,close,buff,tapering,paths,3,poisonous
conical,gray,yes,fishy,close,gray,enlarging,meadows,9,edible
knobbed,red,no,none,close,buff,tapering,urban,4,poisonous
conical,gray,yes,fishy,close,buff,enlarging,urban,4,poisonous
knobbed,gray,no,almond,distant,buff,enlarging,grasses,4,poisonous
knobbed,yellow,yes,almond,distant,buff,tapering,paths,6,edible
knobbed,white,no,pungent,distant,brown,enlarging,grasses,2,poisonous
knobbed,gray,no,pungent,crowded,gray,tapering,woods,13,edible
bell,red,yes,almond,close,chocolate,tapering,urban,3,edible
knobbed,brown,yes,none,distant,gray,tapering,urban,15,poisonous
bell,brown,yes,almond,crowded,buff,enlarging,woods,3,edible
conical,red,yes,foul,close,black,tapering,urban,10,poisonous
bell,brown,no,pungent,close,black,enlarging,urban,9,edible
knobbed,white,no,pungent,close,black,enlarging,meadows,15,poisonous
sunken,gray,no,almond,close,brown,enlarging,grasses,1,poisonous
bell,brown,no,fishy,distant,chocolate,enlarging,grasses,8,poisonous
sunken,yellow,yes,fishy,distant,black,enlarging,urban,11,edible
conical,gray,yes,foul,distant,gray,tapering,urban,4,poisonous
flat,red,no,fishy,distant,gray,tapering,meadows,1,edible
conical,white,no,pungent,crowded,chocolate,tapering,grasses,2,poisonous
flat,red,no,none,distant,chocolate,enlarging,paths,1,edible
bell,gray,no,pungent,close,gray,tapering,grasses,13,edible
bell,gray,yes,fishy,close,chocolate,tapering,grasses,5,poisonous
flat,gray,no,pungent,crowded,gray,enlarging,woods,1,edible
sunken,brown,yes,pungent,crowded,gray,enlarging,urban,15,poisonous
sunken,white,no,none,close,buff,enlarging,woods,6,edible
bell,yellow,yes,almond,distant,black,tapering,grasses,1,poisonous
conical,gray,yes,pungent,crowded,gray,enlarging,paths,3,poisonous
conical,white,yes,pungent,crowded,chocolate,enlarging,meadows,2,poisonous
sunken,yellow,no,almond,crowded,brown,tapering,meadows,2,edible
conical,yellow,no,almond,close,chocolate,enlarging,paths,15,edible
conical,red,no,foul,distant,gray,tapering,meadows,12,poisonous
flat,white,no,foul,crowded,buff,enlarging,woods,11,edible
knobbed,gray,yes,foul,distant,gray,enlarging,paths,2,edible
flat,red,yes,none,distant,gray,enlarging,urban,8,poisonous
sunken,gray,no,fishy,crowded,gray,tapering,meadows,8,poisonous
conical,white,no,pungent,close,buff,tapering,meadows,10,edible
bell,red,yes,pungent,crowded,chocolate,tapering,woods,10,edible
bell,yellow,no,pungent,distant,gray,enlarging,woods,6,poisonous
sunken,brown,no,fishy,close,gray,tapering,paths,13,edible
sunken,brown,yes,foul,crowded,brown,enlarging,meadows,9,poisonous
bell,white,no,fishy,close,buff,tapering,urban,15,edible
bell,white,yes,almond,crowded,gray,enlarging,urban,12,edible
knobbed,red,no,fishy,crowded,buff,tapering,grasses,3,edible
bell,white,yes,none,crowded,brown,tapering,paths,3,poisonous
knobbed,red,yes,none,distant,gray,enlarging,grasses,12,edible
flat,white,yes,pungent,close,gray,enlarging,paths,8,edible
sunken,red,no,none,distant,brown,enlarging,paths,13,poisonous
bell,red,yes,foul,distant,buff,tapering,paths,2,poisonous
conical,white,no,fishy,distant,brown,tapering,grasses,2,edible
bell,gray,no,fishy,close,buff,tapering,paths,10,poisonous
bell,gray,no,almond,distant,black,tapering,meadows,5,poisonous
bell,yellow,yes,fishy,distant,black,enlarging,urban,10,edible
bell,brown,no,foul,distant,brown,tapering,meadows,8,poisonous
flat,brown,no,fishy,distant,chocolate,enlarging,woods,12,edible
flat,white,yes,almond,close,buff,enlarging,paths,5,poisonous
sunken,white,no,none,distant,brown,tapering,meadows,13,edible
flat,gray,yes,fishy,distant,black,enlarging,woods,3,edible
sunken,white,yes,pungent,close,black,tapering,paths,9,edible
sunken,yellow,no,fishy,crowded,chocolate,tapering,paths,6,poisonous
flat,yellow,no,almond,distant,black,tapering,grasses,10,poisonous
flat,brown,yes,pungent,crowded,brown,enlarging,paths,9,edible
conical,gray,yes,almond,close,brown,enlarging,paths,6,poisonous
knobbed,white,yes,foul,distant,chocolate,enlarging,meadows,14,edible
knobbed,brown,yes,almond,close,gray,tapering,grasses,15,edible
conical,gray,yes,almond,close,brown,tapering,urban,6,poisonous
flat,white,no,none,close,chocolate,tapering,meadows,15,edible
knobbed,gray,yes,almond,close,gray,tapering,paths,14,poisonous
flat,yellow,yes,pungent,crowded,black,tapering,paths,1,poisonous
knobbed,brown,no,foul,crowded,gray,tapering,paths,1,poisonous
sunken,gray,yes,none,close,brown,enlarging,urban,10,edible
conical,yellow,yes,almond,distant,buff,enlarging,urban,12,edible
bell,white,no,almond,close,brown,enlarging,woods,2,poisonous
conical,brown,no,foul,close,brown,enlarging,woods,11,poisonous
flat,red,yes,almond,distant,brown,enlarging,grasses,4,edible
flat,white,yes,none,distant,buff,tapering,grasses,5,edible
knobbed,brown,yes,pungent,crowded,buff,enlarging,grasses,8,edible
knobbed,yellow,no,none,distant,chocolate,enlarging,meadows,7,poisonous
knobbed,red,yes,almond,crowded,chocolate,tapering,grasses,1,edible
flat,white,yes,foul,crowded,brown,enlarging,meadows,14,edible
conical,yellow,no,pungent,distant,chocolate,enlarging,grasses,2,poisonous
knobbed,red,no,pungent,distant,gray,tapering,paths,7,edible
flat,brown,no,none,crowded,buff,tapering,urban,8,poisonous
conical,red,yes,none,crowded,chocolate,tapering,woods,13,poisonous
sunken,red,no,none,crowded,black,tapering,meadows,4,edible
knobbed,yellow,no,almond,crowded,black,enlarging,meadows,1,edible
bell,yellow,yes,fishy,distant,chocolate,enlarging,woods,6,edible
knobbed,white,yes,fishy,close,gray,tapering,grasses,9,poisonous
bell,yellow,yes,almond,close,gray,tapering,grasses,6,edible
conical,red,yes,fishy,close,gray,enlarging,meadows,6,edible
knobbed,gray,no,fishy,crowded,buff,tapering,woods,7,poisonous
conical,white,no,almond,distant,buff,tapering,woods,3,poisonous
bell,brown,no,almond,crowded,chocolate,tapering,grasses,8,edible
sunken,gray,no,almond,crowded,black,tapering,paths,12,edible
knobbed,yellow,no,none,crowded,brown,enlarging,paths,15,edible
sunken,red,no,pungent,close,black,tapering,grasses,14,poisonous
flat,red,no,pungent,crowded,buff,tapering,urban,6,edible
sunken,red,no,fishy,distant,buff,enlarging,grasses,11,edible
knobbed,gray,no,fishy,distant,gray,tapering,woods,6,poisonous
sunken,red,yes,none,crowded,brown,enlarging,paths,4,edible
knobbed,brown,no,none,close,black,enlarging,meadows,4,poisonous
bell,red,yes,foul,distant,black,enlarging,meadows,15,poisonous
sunken,white,yes,fishy,close,black,tapering,meadows,3,poisonous
flat,red,yes,almond,distant,chocolate,tapering,paths,8,edible
sunken,brown,yes,foul,close,black,tapering,grasses,5,poisonous
knobbed,yellow,no,foul,close,chocolate,enlarging,woods,7,poisonous
conical,yellow,no,none,close,chocolate,tapering,urban,15,edible
bell,brown,no,fishy,close,black,tapering,urban,1,poisonous
sunken,white,yes,almond,crowded,brown,enlarging,paths,4,poisonous
conical,gray,yes,pungent,close,buff,enlarging,paths,8,edible
bell,red,no,none,crowded,buff,tapering,grasses,6,poisonous
flat,yellow,no,foul,crowded,chocolate,tapering,woods,15,poisonous
conical,yellow,yes,almond,crowded,gray,enlarging,urban,4,poisonous
sunken,red,yes,almond,close,gray,enlarging,meadows,7,poisonous
flat,brown,no,fishy,distant,buff,enlarging,urban,10,edible
sunken,white,no,almond,close,buff,enlarging,urban,7,edible
conical,brown,yes,none,distant,black,tapering,urban,9,poisonous
bell,gray,yes,foul,crowded,brown,tapering,meadows,15,poisonous
flat,gray,no,almond,distant,chocolate,tapering,grasses,2,poisonous
sunken,brown,no,pungent,close,chocolate,tapering,urban,6,edible
knobbed,brown,no,fishy,crowded,buff,tapering,paths,6,edible
conical,red,yes,almond,distant,chocolate,tapering,paths,10,poisonous
knobbed,brown,yes,foul,close,black,tapering,paths,6,poisonous
knobbed,white,yes,almond,distant,brown,enlarging,grasses,15,edible
sunken,gray,no,none,distant,black,tapering,paths,9,edible
sunken,gray,no,pungent,distant,brown,tapering,grasses,14,poisonous
flat,gray,yes,foul,close,black,tapering,paths,5,edible
knobbed,gray,no,foul,close,chocolate,tapering,urban,15,edible
flat,yellow,yes,none,distant,gray,tapering,paths,1,edible
knobbed,red,no,pungent,distant,gray,enlarging,grasses,8,poisonous
bell,brown,no,almond,distant,chocolate,enlarging,woods,5,poisonous
sunken,yellow,yes,fishy,crowded,brown,tapering,woods,7,poisonous
flat,red,yes,fishy,close,black,tapering,meadows,14,edible
sunken,gray,no,foul,crowded,brown,tapering,paths,1,poisonous
conical,white,no,foul,distant,chocolate,enlarging,urban,3,poisonous
sunken,white,yes,fishy,crowded,chocolate,enlarging,paths,11,edible
flat,yellow,no,none,close,buff,enlarging,urban,5,edible
knobbed,gray,yes,foul,distant,brown,tapering,grasses,3,edible
conical,brown,no,almond,distant,brown,tapering,urban,7,poisonous
conical,gray,no,foul,crowded,gray,tapering,urban,10,poisonous
flat,gray,no,almond,crowded,chocolate,tapering,grasses,2,poisonous
knobbed,red,no,none,close,brown,enlarging,grasses,5,edible
conical,red,yes,fishy,crowded,brown,enlarging,grasses,6,poisonous
sunken,brown,no,pungent,distant,black,tapering,paths,14,poisonous
bell,yellow,yes,fishy,crowded,chocolate,enlarging,paths,13,edible
sunken,red,yes,almond,distant,buff,tapering,paths,1,edible
sunken,red,yes,fishy,close,black,tapering,paths,5,poisonous
sunken,gray,yes,fishy,crowded,brown,enlarging,paths,11,poisonous
knobbed,white,no,foul,distant,chocolate,tapering,paths,10,edible
sunken,brown,yes,fishy,close,brown,enlarging,paths,5,poisonous
knobbed,white,yes,none,close,black,enlarging,meadows,8,edible
conical,brown,no,pungent,distant,buff,enlarging,grasses,6,edible
sunken,yellow,yes,almond,crowded,black,enlarging,paths,2,edible
bell,white,no,pungent,close,gray,enlarging,meadows,1,edible
conical,red,yes,fishy,close,buff,tapering,meadows,1,edible
flat,white,yes,foul,close,buff,tapering,paths,9,edible
knobbed,yellow,no,none,close,buff,tapering,grasses,15,edible
flat,white,no,foul,distant,buff,tapering,meadows,6,poisonous
conical,gray,yes,none,crowded,chocolate,tapering,urban,9,poisonous
flat,white,no,almond,distant,chocolate,enlarging,urban,6,edible
flat,brown,yes,fishy,close,buff,tapering,urban,1,poisonous
knobbed,gray,yes,none,distant,brown,tapering,urban,11,edible
sunken,red,yes,pungent,crowded,brown,tapering,paths,5,edible
bell,yellow,yes,pungent,crowded,black,enlarging,paths,8,edible
conical,yellow,no,foul,distant,gray,tapering,paths,3,edible
flat,brown,no,pungent,crowded,black,tapering,grasses,5,edible
flat,gray,yes,foul,close,gray,tapering,urban,1,edible
bell,yellow,yes,almond,close,buff,tapering,woods,8,poisonous
conical,yellow,no,none,distant,brown,enlarging,meadows,11,poisonous
sunken,white,no,almond,crowded,brown,enlarging,grasses,9,edible
flat,gray,no,pungent,crowded,black,tapering,urban,7,poisonous
bell,yellow,no,almond,distant,buff,tapering,paths,9,poisonous
flat,white,no,foul,crowded,black,enlarging,urban,6,edible
sunken,red,yes,pungent,close,gray,enlarging,meadows,1,edible
sunken,gray,yes,almond,crowded,gray,tapering,meadows,4,poisonous
bell,gray,yes,foul,crowded,brown,tapering,grasses,6,edible
sunken,brown,yes,foul,distant,buff,tapering,woods,12,edible
sunken,red,yes,almond,close,gray,enlarging,woods,6,poisonous
knobbed,white,yes,pungent,distant,black,tapering,grasses,13,edible
flat,yellow,no,none,close,buff,tapering,grasses,12,edible
sunken,white,yes,pungent,close,gray,enlarging,paths,8,poisonous
knobbed,yellow,yes,foul,distant,buff,enlarging,paths,5,edible
bell,yellow,no,fishy,crowded,black,tapering,paths,13,edible
flat,gray,no,none,distant,brown,tapering,urban,9,edible
knobbed,red,yes,almond,distant,black,tapering,paths,1,poisonous
knobbed,yellow,no,none,distant,chocolate,tapering,urban,12,edible
sunken,red,no,none,distant,brown,enlarging,grasses,1,edible
knobbed,white,yes,fishy,close,black,tapering,paths,8,edible
sunken,gray,no,fishy,crowded,brown,enlarging,grasses,13,edible
knobbed,red,yes,almond,distant,buff,enlarging,woods,12,edible
conical,gray,yes,none,distant,black,enlarging,urban,2,edible
bell,white,no,fishy,close,chocolate,enlarging,urban,8,poisonous
sunken,red,no,fishy,distant,gray,enlarging,meadows,3,edible
flat,brown,yes,none,distant,chocolate,tapering,paths,11,edible
bell,white,yes,almond,close,chocolate,tapering,woods,15,edible
knobbed,brown,no,none,close,chocolate,enlarging,meadows,14,edible
sunken,white,no,fishy,distant,brown,enlarging,grasses,1,poisonous
flat,yellow,yes,fishy,distant,brown,enlarging,grasses,1,edible
knobbed,white,yes,none,distant,brown,enlarging,paths,14,poisonous
flat,brown,no,foul,crowded,buff,tapering,urban,3,poisonous
flat,yellow,no,almond,distant,gray,tapering,woods,3,poisonous
conical,brown,no,pungent,crowded,gray,enlarging,woods,11,edible
bell,gray,yes,fishy,crowded,chocolate,enlarging,woods,8,edible
sunken,brown,yes,fishy,crowded,gray,tapering,paths,4,edible
sunken,brown,no,pungent,close,gray,tapering,woods,7,poisonous
conical,red,yes,none,close,brown,tapering,grasses,4,edible
bell,red,no,foul,distant,black,tapering,meadows,12,poisonous
flat,red,yes,almond,close,buff,enlarging,urban,1,edible
bell,white,yes,pungent,crowded,chocolate,tapering,meadows,5,poisonous
sunken,yellow,yes,foul,close,buff,tapering,meadows,3,poisonous
sunken,red,no,pungent,distant,buff,enlarging,woods,2,poisonous
conical,brown,yes,pungent,crowded,black,enlarging,urban,2,poisonous
flat,brown,no,foul,distant,buff,enlarging,woods,6,poisonous
flat,gray,no,none,distant,buff,tapering,urban,12,poisonous
conical,brown,yes,pungent,distant,chocolate,enlarging,grasses,6,poisonous
flat,gray,no,almond,close,gray,enlarging,woods,9,poisonous
flat,brown,yes,almond,crowded,chocolate,tapering,urban,11,poisonous
sunken,gray,yes,foul,crowded,buff,enlarging,woods,9,poisonous
knobbed,brown,yes,almond,crowded,gray,enlarging,meadows,6,poisonous
knobbed,gray,no,none,close,buff,tapering,paths,8,edible
bell,brown,yes,foul,distant,brown,enlarging,grasses,14,poisonous
flat,gray,yes,fishy,distant,buff,enlarging,grasses,11,poisonous
knobbed,red,yes,none,crowded,chocolate,tapering,urban,13,edible
flat,yellow,yes,none,distant,gray,enlarging,grasses,5,poisonous
sunken,yellow,yes,fishy,distant,chocolate,tapering,meadows,7,poisonous
conical,red,no,pungent,close,buff,enlarging,urban,14,edible
conical,yellow,yes,pungent,close,black,tapering,paths,1,poisonous
bell,gray,yes,fishy,crowded,buff,tapering,paths,2,poisonous
conical,brown,no,almond,crowded,gray,tapering,woods,13,poisonous
knobbed,yellow,yes,foul,crowded,chocolate,enlarging,woods,6,edible
bell,gray,yes,almond,crowded,black,enlarging,grasses,8,poisonous
sunken,brown,no,fishy,distant,chocolate,tapering,woods,8,poisonous
flat,brown,yes,foul,close,black,tapering,woods,3,edible
knobbed,yellow,no,foul,crowded,buff,tapering,meadows,1,poisonous
conical,gray,no,fishy,crowded,gray,enlarging,woods,4,edible
flat,brown,no,almond,crowded,black,enlarging,urban,14,poisonous
sunken,brown,yes,none,close,chocolate,tapering,meadows,10,edible
conical,gray,no,none,close,buff,enlarging,meadows,5,edible
knobbed,white,no,foul,crowded,gray,enlarging,meadows,13,edible
sunken,red,yes,almond,distant,brown,tapering,urban,12,edible
knobbed,yellow,yes,pungent,distant,chocolate,tapering,grasses,7,poisonous
conical,white,no,almond,distant,black,enlarging,urban,8,edible
flat,red,yes,fishy,distant,gray,tapering,urban,10,poisonous
flat,brown,yes,pungent,crowded,buff,tapering,meadows,5,edible
knobbed,brown,yes,almond,crowded,chocolate,enlarging,meadows,11,edible
knobbed,red,yes,none,close,gray,enlarging,urban,13,edible
knobbed,gray,yes,fishy,close,black,tapering,urban,3,poisonous
